"Image.Id.","Gene.Description"
773217,"Conserved gene telomeric to alpha globin cluster"
782449,"poly(rC)-binding protein 2"
773192,"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 1"
814381,"death-associated protein"
825577,"steroidogenic acute regulatory protein related"
811870,"dynein, cytoplasmic, light intermediate polypeptide 2"
825296,"brefeldin A-sensitive, peripheral Golgi protein"
841698,"exostoses (multiple) 1"
814119,"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 8 (RNA helicase)"
814526,"ESTs"
142788,"collagen-binding protein 2 (colligen 2)"
898258,"chimerin (chimaerin) 1"
825335,"spastic paraplegia 7, paraplegin (pure and complicated autosomal recessive)"
826173,"profilin 1"
810787,"heat shock 40kD protein 1"
760224,"X-ray repair complementing defective repair in Chinese hamster cells 1"
66564,"3-hydroxybutyrate dehydrogenase (heart, mitochondrial)"
753862,"protease inhibitor 6 (placental thrombin inhibitor)"
40017,"cytochrome c-1"
838568,"cytochrome c oxidase subunit VIc"
840894,"cytochrome c oxidase subunit VIa polypeptide 1"
51814,"cystatin B (stefin B)"
789049,"nuclear receptor subfamily 2, group F, member 1"
77805,"coatomer protein complex, subunit beta 2 (beta prime)"
310519,"coagulation factor X"
156386,"flotillin 2"
897880,"chaperonin containing TCP1, subunit 4 (delta)"
154093,"CBF1 interacting corepressor"
840978,"CD81 antigen (target of antiproliferative antibody 1)"
795827,"testis-specific kinase 1"
242578,"trophinin-assisting protein (tastin)"
788421,"MAD (mothers against decapentaplegic, Drosophila) homolog 4"
239877,"histone deacetylase 3"
843121,"chloride intracellular channel 1"
951117,"serine hydroxymethyltransferase 2 (mitochondrial)"
781050,"prefoldin 5"
758365,"conserved gene amplified in osteosarcoma"
842939,"adenosine deaminase, RNA-specific, B1 (homolog of rat RED1)"
207358,"solute carrier family 2 (facilitated glucose transporter), member 1"
358531,"Jun activation domain binding protein"
785744,"milk fat globule-EGF factor 8 protein"
632137,"CD27-binding (Siva) protein"
214162,"metallothionein 1H"
788185,"tumor necrosis factor receptor superfamily, member 10b"
502369,"programmed cell death 5"
859359,"quinone oxidoreductase homolog"
48285,"p53-induced protein"
246035,"ESTs"
42076,"TRK-fused gene (NOTE: non-standard symbol and name)"
137535,"transcriptional intermediary factor 1"
246869,"zinc finger protein 207"
838856,"carbonic anhydrase III, muscle specific"
66714,"Human cell division control-related protein 2b (hcdcrel2b) mRNA, complete cds"
194161,"actinin, alpha 4"
144881,"calumenin"
130100,"oncogene TC21"
308682,"ATP-binding cassette, sub-family F (GCN20), member 2"
299630,"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 15"
143306,"lymphocyte-specific protein 1"
246722,"CAG repeat domain"
470061,"seven in absentia (Drosophila) homolog 2"
42258,"ESTs"
144905,"ESTs"
563621,"TNF receptor-associated factor 5"
262920,"endothelial differentiation-related factor 1"
122150,"ESTs"
66711,"KIAA1007 protein"
309092,"APG5 (autophagy 5, S. cerevisiae)-like"
126221,"tumor protein D52-like 2"
135247,"protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)"
293715,"DKFZP564B163 protein"
233071,"EST"
769846,"ESTs, Highly similar to SECRETORY CARRIER-ASSOCIATED MEMBRANE PROTEIN 2 [H.sapiens]"
773220,"O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)"
783697,"BCL2/adenovirus E1B 19kD-interacting protein 3"
232826,"actin related protein 2/3 complex, subunit 3 (21 kD)"
52096,"platelet-derived growth factor receptor, alpha polypeptide"
429466,"synaptogyrin 1"
809694,"cellular retinoic acid-binding protein 1"
488303,"ATP binding protein associated with cell differentiation"
810395,"E1B-55kDa-associated protein 5"
811168,"similar to tuftelin-interacting protein"
782824,"metal-regulatory transcription factor 1"
344039,"M phase phosphoprotein 9"
771089,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7 (18kD, B18)"
487172,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1"
343744,"H1 histone family, member 0"
491559,"fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor)"
323371,"amyloid beta (A4) precursor protein (protease nexin-II, Alzheimer disease)"
269354,"neuropilin 2"
810558,"proteasome (prosome, macropain) 26S subunit, ATPase, 4"
284479,"Homo sapiens mRNA; cDNA DKFZp586F2224 (from clone DKFZp586F2224)"
810059,"glycophosphatidylinositol anchor attachment 1"
811150,"Ran GTPase activating protein 1"
119133,"ESTs"
810272,"Homo sapiens mRNA; cDNA DKFZp586E2422 (from clone DKFZp586E2422)"
490556,"transmembrane 4 superfamily member 7"
298231,"gamma-aminobutyric acid (GABA) B receptor, 1"
810567,"guanine nucleotide regulatory factor"
417855,"ESTs"
279146,"Homo sapiens mRNA for inositol 1,4,5-trisphosphate 3-kinase isoenzyme, partial cds"
809390,"PL6 protein"
810502,"zinc finger protein 212"
306921,"eukaryotic translation elongation factor 1 epsilon 1"
810496,"HTLV-I U5 Repressive Element Binding Protein 1"
810167,"Bicaudal D (Drosophila) homolog 1"
271662,"cholinesterase-related cell division controller"
283751,"cortistatin"
795191,"X-prolyl aminopeptidase (aminopeptidase P)-like"
428223,"ADENOMATOUS POLYPOSIS COLI-BINDING PROTEIN EB1"
809453,"Opa-interacting protein 2"
487773,"a disintegrin and metalloprotease domain 10"
488888,"ESTs"
782725,"heat shock 40kD protein 2"
324494,"heat shock 27kD protein 2"
810264,"Factor VIII associated gene"
795522,"TATA box binding protein (TBP)-associated factor, RNA polymerase I, C, 110kD"
488157,"suppressor of var1 (S.cerevisiae) 3-like 1"
809621,"Clk-associating RS-cyclophilin"
320509,"Homo sapiens mRNA for cytochrome b5, partial cds"
770614,"chromosome 19 open reading frame 3"
782385,"DKFZP566D193 protein"
257445,"ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)"
198093,"ESTs"
502333,"nuclear receptor coactivator 3"
257422,"bone marrow stromal cell antigen 1"
811023,"SMC (mouse) homolog, X chromosome"
725968,"X-box binding protein 1"
855843,"ubiquinol-cytochrome c reductase binding protein"
377560,"CD3D antigen, delta polypeptide (TiT3 complex)"
490772,"small nuclear ribonucleoprotein polypeptide A'"
855786,"tryptophanyl-tRNA synthetase"
769686,"Thy-1 cell surface antigen"
856489,"ribonucleotide reductase M1 polypeptide"
770444,"synaptophysin-like protein"
214884,"protein translocation complex beta"
433567,""
257523,"guanine nucleotide binding protein-like 1"
263727,"DNA segment, single copy probe LNS-CAI/LNS-CAII (deleted in polyposis"
884438,"nuclear factor (erythroid-derived 2)-like 2"
145383,"deoxyribonuclease I-like 1"
447568,""
788256,"kinesin-like 5 (mitotic kinesin-like protein 1)"
878413,"solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11"
853988,"ubiquitin-conjugating enzyme E2L 3"
415899,"insulin-degrading enzyme"
344134,"immunoglobulin lambda-like polypeptide 3"
51582,"LIM domain only 7"
298417,"Human secretory protein (P1.B) mRNA, complete cds"
755599,"interferon-induced protein 17"
742132,"interferon-stimulated protein, 15 kDa"
755578,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 5"
346696,"TEA domain family member 4"
878744,"tumor susceptibility gene 101"
755751,"transducin-like enhancer of split 3, homolog of Drosophila E(sp1)"
502669,"histone deacetylase 2"
382564,"forkhead (Drosophila)-like 8"
244951,"protein phosphatase 5, catalytic subunit"
868368,"thymosin, beta 4, X chromosome"
435551,""
857661,"spliceosome associated protein 145, SF3b subunit"
432564,""
854696,"siah binding protein 1"
856135,"SFRS protein kinase 1"
358643,"phenylalanine-tRNA synthetase-like"
21899,"SFRS protein kinase 2"
358433,"retinoid X receptor, gamma"
877782,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"
769537,"Homo sapiens putative dienoyl-CoA isomerase (ECH1) gene"
855487,"N-acylsphingosine amidohydrolase (acid ceramidase)"
866702,"protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)"
146868,"mitogen-activated protein kinase kinase kinase 11"
365973,"palmitoyl-protein thioesterase (ceroid-lipofuscinosis, neuronal 1, infantile; Haltia-Santavuori disease)"
365973,"palmitoyl-protein thioesterase (ceroid-lipofuscinosis, neuronal 1, infantile; Haltia-Santavuori disease)"
309591,"E1A binding protein p300"
855390,"minichromosome maintenance deficient (mis5, S. pombe) 6"
744052,"nuclear receptor subfamily 1, group H, member 2"
431908,"nucleotide binding protein 1 (E.coli MinD like)"
491565,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2"
491544,"ESTs, Highly similar to NUCLEAR PORE COMPLEX PROTEIN NUP98 [H.sapiens]"
744917,"ninjurin 1; nerve injury-induced protein-1"
178825,"neurogranin (protein kinase C substrate, RC3)"
470128,"myosin IC"
781139,"ATP-binding cassette, sub-family C (CFTR/MRP), member 3"
742798,"kinesin-like 6 (mitotic centromere-associated kinesin)"
222025,"ESTs"
590759,"sterol-C4-methyl oxidase-like"
78353,"RNA helicase-related protein"
204257,"a disintegrin and metalloproteinase domain 9 (meltrin gamma)"
366100,"matrilin 2"
878833,"ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)"
884673,"pM5 protein"
450854,"phosphoprotein (Bucentaur)"
45376,"acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)"
773637,"MAP kinase-interacting serine/threonine kinase 1"
152453,"iroquois-class homeodomain protein"
882506,"lysyl oxidase-like 2"
472186,"RAB32, member RAS oncogene family"
743229,"neurofilament 3 (150kD medium)"
866694,"follistatin-like 1"
811145,"amino-terminal enhancer of split"
121406,"PBX/knotted 1 homeobox 1"
884718,"Hairpin binding protein, histone"
306575,"hepatitis delta antigen-interacting protein A"
770059,"heparan sulfate proteoglycan 2 (perlecan)"
588598,"Human hVps41p (HVPS41) mRNA, complete cds"
855864,"PTK2 protein tyrosine kinase 2"
884436,"embryonic ectoderm development protein"
855438,"ATPase, vacuolar, 14 kD"
882515,"eukaryotic translation initiation factor 3, subunit 9 (eta, 116kD)"
725533,"sulfotransferase family 1A, phenol-preferring, member 3"
148028,"epidermal growth factor receptor pathway substrate 8"
725335,"dynamitin (dynactin complex 50 kD subunit)"
853938,"dynein, cytoplasmic, light polypeptide"
323500,"caspase 6, apoptosis-related cysteine protease"
450661,"Human cyclophilin-like protein mRNA, partial cds"
510002,"casein kinase 1, gamma 2"
969854,"calmodulin 3 (phosphorylase kinase, delta)"
23012,"basic leucine zipper nuclear factor 1 (JEM-1)"
241481,"caspase 10, apoptosis-related cysteine protease"
757404,"von Hippel-Lindau binding protein 1"
502161,"amyloid beta precursor protein-binding protein 1, 59kD"
745138,"tubulin, alpha 2"
302933,"nucleolin"
857640,"Human alpha-2 collagen type VI mRNA, 3' end"
471799,"cytosolic acyl coenzyme A thioester hydrolase"
80649,"Rho-associated, coiled-coil containing protein kinase 1"
741891,"RAB2, member RAS oncogene family-like"
868630,"transforming growth factor beta-stimulated protein TSC-22"
857874,"transforming growth factor beta-activated kinase-binding protein 1"
241736,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1"
769571,"sterol regulatory element binding transcription factor 1"
624617,"mitogen-activated protein kinase kinase kinase kinase 5"
854581,"transcription factor 4"
740672,"polymerase (RNA) II (DNA directed) polypeptide G"
251936,"N-ethylmaleimide-sensitive factor"
49548,"ESTs"
745019,"EH domain containing 1"
740604,"interferon stimulated gene (20kD)"
32565,"DEAD/H (Asp-Glu-Ala-Asp/His) box binding protein 1"
770394,"Fc fragment of IgG, receptor, transporter, alpha"
525799,"GTP cyclohydrolase I feedback regulatory protein"
510381,"core promoter element binding protein"
845453,"ADP-ribosylation factor-like 3"
51320,"potassium inwardly-rectifying channel, subfamily J, member 6"
299360,"far upstream element (FUSE) binding protein 1"
773617,"ubiquitin-conjugating enzyme E2D 2 (homologous to yeast UBC4/5)"
884462,"Down syndrome candidate region 1"
133637,"protein kinase, DNA-activated, catalytic polypeptide"
770424,"Fanconi anemia, complementation group G"
866874,"Human BTK region clone ftp-3 mRNA"
432581,""
415529,"Human BRCA2 region, mRNA sequence CG006"
435076,""
291057,"cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)"
755385,"CDC16 (cell division cycle 16, S. cerevisiae, homolog)"
795729,"BCL2-antagonist of cell death"
235938,"BCL2-antagonist/killer 1"
278650,"protein phosphatase 1, regulatory (inhibitor) subunit 8"
856434,"adaptin, delta"
293950,"phosphatidylinositol-4-phosphate 5-kinase, type I, alpha"
430218,"Sjogren syndrome antigen A2 (60kD, ribonucleoprotein autoantigen SS-A/Ro)"
131988,"Human 44.9 kDa protein C18B11 homolog gene, partial cds"
266106,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide"
725721,"dystonia 1, torsion (autosomal dominant)"
781047,"budding uninhibited by benzimidazoles 1 (yeast homolog)"
324891,"membrane fatty acid (lipid) desaturase"
198982,"DNA (cytosine-5-)-methyltransferase 2"
531319,"serine/threonine kinase 12"
744047,"polo (Drosophia)-like kinase"
769901,"phosphatidylinositol synthase"
124575,"zinc finger protein 200"
884993,"ubiquinol-cytochrome c reductase (6.4kD) subunit"
32299,"Homo sapiens myo-inositol monophosphatase 2 mRNA, complete cds"
755952,"KIAA0407 protein"
471598,"succinate dehydrogenase complex, subunit D, integral membrane protein"
854576,"myosin phosphatase, target subunit 1"
490778,"Homo sapiens mRNA for low molecular mass ubiquinone-binding protein, complete cds"
504791,"glutathione S-transferase A4"
264895,"FLN29 gene product"
199833,"Down syndrome critical region protein A"
383175,"EST"
264646,"human growth factor-regulated tyrosine kinase substrate"
855684,"golgi autoantigen, golgin subfamily a, 3"
69184,"sudD (suppressor of bimD6, Aspergillus nidulans) homolog"
784257,"kinesin family member 3C"
590615,"integrin-linked kinase"
83279,"ESTs, Moderately similar to translocase of inner mitochondrial membrane [M.musculus]"
857652,"palmitoyl-protein thioesterase 2"
742862,"solute carrier family 22 (organic cation transporter), member 1-like"
852829,"karyopherin alpha 3 (importin alpha 4)"
856585,"matrix metalloproteinase 19"
841287,"glyceronephosphate O-acyltransferase"
770579,"claudin 3"
773286,"solute carrier family 9 (sodium/hydrogen exchanger), isoform 3 regulatory factor 1"
857319,"eukaryotic translation initiation factor 3, subunit 4 (delta, 44kD)"
854645,"CDC-like kinase 3"
47665,"chromosome 1 open reading frame 2"
268946,"WD40 protein Ciao1"
882484,"chaperonin containing TCP1, subunit 7 (eta)"
882439,"KIAA0948 protein"
435561,""
773381,"N-ethylmaleimide-sensitive factor attachment protein, alpha"
884692,"transcription elongation factor B (SIII), polypeptide 2 (18kD, elongin B)"
129387,"RAN binding protein 8"
384081,""
1056200,"Homo sapiens Tax interaction protein 40 mRNA, partial cds"
770588,"Homo sapiens TTF-I interacting peptide 20 mRNA, partial cds"
882488,"telomeric repeat binding factor 2"
773137,"STE20-like kinase 3"
755302,"ESTs, Highly similar to Skb1Hs [H.sapiens]"
1142132,"RaP2 interacting protein 8"
450386,"PHD finger protein 1"
856427,"Homo sapiens HPV16 E1 protein binding protein mRNA, complete cds"
869233,"deleted in liver cancer 1"
590500,"N-acetylglucosaminyl transferase component Gpi1"
148968,"MAD (mothers against decapentaplegic, Drosophila) homolog 7"
796297,"cAMP responsive element binding protein 3 (luman)"
223128,"mitogen-activated protein kinase kinase 7"
212115,"tumor suppressing subtransferable candidate 3"
489823,"human homolog of yeast mitochondrial copper recruitment gene"
293792,"nucleoporin-like protein 1"
502565,"stromal interaction molecule 1"
624429,"ESTs"
755526,"endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 4"
249603,"Homo sapiens Ste-20 related kinase SPAK mRNA, complete cds"
770000,"ESTs"
588559,"CAG repeat domain"
203130,"actin related protein 2/3 complex, subunit 4 (20 kD)"
757489,"tubulin, alpha 2"
773568,"POU domain, class 4, transcription factor 1"
NA,""
757248,"calpain, large polypeptide L3"
135085,"clathrin-associated/assembly/adaptor protein, small 4, 22-kD; Sigma3B"
869450,"ribosomal protein L11"
884719,"heat shock 70kD protein 10 (HSC71)"
739109,"clathrin-associated/assembly/adaptor protein, small 2 (17kD)"
586854,"ESTs, Weakly similar to !!!! ALU SUBFAMILY J WARNING ENTRY !!!! [H.sapiens]"
306444,"TATA box binding protein (TBP)-associated factor, RNA polymerase II, I, 28kD"
433666,""
505491,"chromosome 21 open reading frame 1"
741958,"solute carrier family 29 (nucleoside transporters), member 2"
882483,"interferon-related developmental regulator 1"
278483,"H.sapiens mRNA for rTS beta protein"
151449,"protein tyrosine phosphatase, non-receptor type 21"
854899,"dual specificity phosphatase 6"
724893,"Glucosidase I"
295986,"emopamil-binding protein"
203003,"non-metastatic cells 4, protein expressed in"
487425,"centrin, EF-hand protein, 3 (CDC31 yeast homolog)"
796278,"general transcription factor IIH, polypeptide 3 (34kD subunit)"
270505,"matrix metalloproteinase 14 (membrane-inserted)"
460403,"laminin, gamma 2 (nicein (100kD), kalinin (105kD), BM600 (100kD), Herlitz junctional epidermolysis bullosa))"
471664,"hypothetical protein"
60565,"lethal giant larvae (Drosophila) homolog 2"
288695,"synovial sarcoma, translocated to X chromosome"
435036,""
856174,"H.sapiens mRNA for adaptor protein p150"
743804,"SEC23-like protein B"
51826,"nicotinamide nucleotide transhydrogenase"
855890,"Homo sapiens mRNA; cDNA DKFZp586C0722 (from clone DKFZp586C0722)"
450307,"endoplasmic reticulum lumenal protein"
277186,"phosphatidylinositol transfer protein, membrane-associated"
971382,"adenovirus 5 E1A binding protein"
179776,"superkiller viralicidic activity 2 (S. cerevisiae homolog)-like"
283436,"H.sapiens hGDS mRNA for smg GDS"
884539,"DKFZP566D143 protein"
756687,"CD36 antigen (collagen type I receptor, thrombospondin receptor)-like 1"
470261,"SMA3"
741885,"transcription factor binding to IGHM enhancer 3"
759173,"phosphorylase, glycogen; muscle (McArdle syndrome, glycogen storage disease type V)"
868400,"glutaminyl-tRNA synthetase"
882511,"membrane component, chromosome 17, surface marker 2 (ovarian carcinoma antigen CA125)"
725176,"neuraminidase 1 (lysosomal sialidase)"
858153,"nuclear factor, interleukin 3 regulated"
364934,"death-associated protein kinase 1"
877832,"accessory proteins BAP31/BAP29"
490805,"nuclear receptor coactivator 4"
469369,"polymerase (RNA) II (DNA directed) polypeptide E (25kD)"
433162,"polymerase (DNA directed), epsilon"
866882,"farnesyl-diphosphate farnesyltransferase 1"
743041,"maternal G10 transcript"
755228,"dynamin 1"
769579,"mitogen-activated protein kinase kinase 2"
878468,"diptheria toxin resistance protein required for diphthamide biosynthesis (Saccharomyces)-like 1"
856535,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase"
745503,"zinc finger protein 9 (a cellular retroviral nucleic acid binding protein)"
530185,"CD83 antigen (activated B lymphocytes, immunoglobulin superfamily)"
49560,"calpain, large polypeptide L1"
768292,"destrin (actin depolymerizing factor)"
841179,"polymyositis/scleroderma autoantigen 2 (100kD)"
809876,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9), isoform 2"
487373,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9), isoform 1"
845519,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"
815303,"aspartyl-tRNA synthetase"
731308,"citrate synthase"
781075,"RAN binding protein 2-like 1"
841396,"ESTs, Highly similar to mosaic protein LR11 [H.sapiens]"
773479,"Homo sapiens clone 24703 beta-tubulin mRNA, complete cds"
292996,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide"
713839,"transcription factor AP-4 (activating enhancer-binding protein 4)"
362624,"transient receptor potential channel 1"
666218,"transforming growth factor, beta 2"
246300,"TIA1 cytotoxic granule-associated RNA-binding protein-like 1"
770014,"T-cell receptor, alpha (V,D,J,C)"
812276,"synuclein, alpha (non A4 component of amyloid precursor)"
755821,"nuclear factor (erythroid-derived 2)-like 1"
823864,"transcobalamin II; macrocytic anemia"
810512,"thrombospondin 1"
795178,"lactate dehydrogenase C"
126858,"ESTs"
153006,"solute carrier family 19 (folate transporter), member 1"
128875,"spinocerebellar ataxia 2 (olivopontocerebellar ataxia 2, autosomal dominant, ataxin 2)"
205303,"sorcin"
812227,"solute carrier family 9 (sodium/hydrogen exchanger), isoform 1 (antiporter, Na+/H+, amiloride sensitive)"
115143,"solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)"
770794,"SHB adaptor protein (a Src homology 2 protein)"
486544,"small nuclear RNA activating complex, polypeptide 3, 50kD"
768561,"small inducible cytokine A2 (monocyte chemotactic protein 1, homologous to mouse Sig-je)"
49970,"Sjogren syndrome antigen B (autoantigen La)"
754998,"signal recognition particle 19kD"
186132,"selectin E (endothelial adhesion molecule 1)"
549101,"ribosomal protein L19"
809578,"ribosomal protein S5"
322561,"ribosomal protein L31"
810617,"ribosomal protein L21"
340630,"mitogen-activated protein kinase kinase kinase 8"
756452,"tyrosine kinase 2"
813742,"PTK7 protein tyrosine kinase 7"
26616,"replication protein A2 (32kD)"
204299,"replication protein A3 (14kD)"
159118,"ras homolog gene family, member G (rho G)"
770391,"polymerase (RNA) II (DNA directed) polypeptide C (33kD)"
30093,"RAN binding protein 1"
127841,"pyruvate kinase, liver and RBC"
137531,"protein tyrosine phosphatase, receptor type, gamma polypeptide"
770901,"protein tyrosine phosphatase, non-receptor type 9"
126470,"protein tyrosine phosphatase, non-receptor type 1"
321661,"protein phosphatase 2, regulatory subunit B (B56), gamma isoform"
132911,"protein phosphatase 1, catalytic subunit, beta isoform"
811012,"protein kinase, cAMP-dependent, regulatory, type I, beta"
134544,"proteasome (prosome, macropain) subunit, alpha type, 1"
79592,"aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)"
624634,"ferredoxin 1"
52996,"HNK-1 sulfotransferase"
82225,"secreted frizzled-related protein 1"
81475,""
796759,"voltage-dependent anion channel 3"
796134,"mitogen-activated protein kinase kinase kinase 7"
70245,"D-dopachrome tautomerase"
79782,"ESTs"
770704,"nucleolin"
629896,"microtubule-associated protein 1B"
725188,"malate dehydrogenase 1, NAD (soluble)"
743230,"Human silencing mediator of retinoid and thyroid hormone action (SMRT) mRNA, complete cds"
68605,"insulin-like growth factor binding protein 7"
627273,"ESTs"
624360,"proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional protease 7)"
845363,"non-metastatic cells 1, protein (NM23A) expressed in"
741831,"phospholipid transfer protein"
77244,""
859422,"nuclear receptor subfamily 2, group F, member 6"
841070,"tyrosyl-tRNA synthetase"
594517,"ESTs"
80338,"selenium binding protein 1"
877835,"ribosomal protein L35"
837904,"ribosomal protein L15"
511091,"Human protein immuno-reactive with anti-PTH polyclonal antibodies mRNA, partial cds"
950507,"ZW10 (Drosophila) homolog, centromere/kinetochore protein"
416316,"pinin, desmosome associated protein"
609087,"ESTs"
844725,"tetratricopeptide repeat domain 3"
345833,"heterogeneous nuclear ribonucleoprotein A/B"
625584,"TRAF interacting protein"
869538,"ficolin (collagen/fibrinogen domain-containing) 1"
838149,"API5-like 1"
509887,"Nuclear RNA-binding protein, 54-kD"
811000,"lectin, galactoside-binding, soluble, 3 binding protein (galectin 6 binding protein)"
869187,"Homo sapiens clone 23698 mRNA sequence"
838612,"Human MHC Class I region proline rich protein mRNA, complete cds"
755581,"JTV1 gene"
856961,"eukaryotic translation initiation factor 3, subunit 6 (48kD)"
302632,"B7 protein"
884822,"zinc finger protein 6 (CMPX1)"
950709,"non-histone chromosome protein 2 (S. cerevisiae)-like 1"
82903,"TAP binding protein (tapasin)"
592802,"ESTs, Moderately similar to !!!! ALU SUBFAMILY SQ WARNING ENTRY !!!! [H.sapiens]"
1032004,"Homo sapiens putative oncogene protein mRNA, partial cds"
743278,"outer dense fibre of sperm tails 2"
769942,"kinesin-like 4"
840803,"ATPase, H+ transporting, lysosomal (vacuolar proton pump) 9kD"
366132,"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kD"
342349,"serine/threonine protein-kinase"
843234,"serine palmitoyltransferase subunit I"
530035,"S100 calcium-binding protein A13"
725630,"phosphoprotein enriched in astrocytes 15"
52076,"olfactomedinrelated ER localized protein"
839374,"exostoses (multiple)-like 2"
509800,"Homo sapiens CASK mRNA, complete cds"
884272,"H3 histone, family 3A"
770675,"coated vesicle membrane protein"
855872,"nardilysin (N-arginine dibasic convertase)"
626531,"NS1-associated protein 1"
511909,"cadherin 17, LI cadherin (liver-intestine)"
855620,"nascent-polypeptide-associated complex alpha polypeptide"
842861,"heterogeneous nuclear ribonucleoprotein R"
842918,"chondrocyte-derived ezrin-like protein"
NA,""
810801,"Homo sapiens agrin precursor mRNA, partial cds"
625683,"ESTs, Highly similar to hypothetical protein COX4AL [M.musculus]"
839888,"fibroblast growth factor (acidic) intracellular binding protein"
950568,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5"
509943,"dyskeratosis congenita 1, dyskerin"
377048,"Homo sapiens incomplete cDNA for a mutated allele of a myosin class I, myh-1c"
780977,"Homo sapien mRNA for putative secretory protein, hBET3"
626555,"neuropathy target esterase"
796946,"chondroitin sulfate proteoglycan 6 (bamacan)"
842973,"proliferation-associated 2G4, 38kD"
594322,"3-prime-phosphoadenosine 5-prime-phosphosulfate synthase 1"
897575,"ESTs"
839882,"solute carrier family 5 (inositol transporters), member 3"
839980,"glucose-6-phosphatase, transport (glucose-6-phosphate) protein 1"
30473,"sin3-associated polypeptide, 18kD"
610113,"sorting nexin 2"
877664,"ESTs"
509570,"Homo sapiens calcium/calmodulin-dependent protein kinase II mRNA, partial cds"
773203,"ESTs"
593251,"ESTs"
897865,"midline 1 (Opitz/BBB syndrome)"
595604,"ESTs"
838744,"eukaryotic translation initiation factor 4 gamma, 3"
950473,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"
840766,"transducin (beta)-like 1"
843098,"neuronal tissue-enriched acidic protein"
266085,"KH-type splicing regulatory protein (FUSE-binding protein 2)"
299559,"ESTs"
758343,"ESTs"
564756,"Ras-GTPase-activating protein SH3-domain-binding protein"
531862,"ESTs"
82556,"P450 (cytochrome) oxidoreductase"
768260,"E2F transcription factor 1"
321389,"keratin 8"
1031748,"synovial sarcoma, X breakpoint 3"
774420,"lectin, mannose-binding, 1"
726768,"SH3-domain GRB2-like 1"
788109,"ataxia telangiectasia and Rad3 related"
812955,"KiSS-1 metastasis-suppressor"
813738,"TATA box binding protein (TBP)-associated factor, RNA polymerase III, C, 90kD"
812967,"tetraspan 5"
813499,"centromeric autoantigen (27kD)"
767188,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3"
796475,"ESTs, Moderately similar to skeletal muscle LIM-protein FHL3 [H.sapiens]"
785967,"erythrocyte membrane protein band 4.1-like 2"
767312,"phospholipase D2"
768464,"Pseudoautosomal GTP-binding protein-like"
811956,"Homo sapiens GTP binding protein mRNA, complete cds"
767277,"cyclophilin"
813698,"sprouty (Drosophila) homolog 2"
811848,"transforming growth factor beta 1 induced transcript 1"
43733,"glycogenin 2"
53039,"carbohydrate (chondroitin 6/keratan) sulfotransferase 1"
767422,"phosphodiesterase 6D, cGMP-specific, rod, delta"
786673,"RNA binding motif protein 9"
30850,"matrix metalloproteinase 17 (membrane-inserted)"
754378,"microsomal glutathione S-transferase 1-like 1"
796513,"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1 (6kD, KFYI)"
785847,"ubiquitin-conjugating enzyme E2M (homologous to yeast UBC12)"
768347,"karyopherin (importin) beta 1"
813168,"ESTs"
726791,"Homo sapiens EST00098 gene, last exon"
